Country,Region,Year,Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people","Infant Mortality Rate (per 1,000 live births)",GDP per Capita (USD),Healthcare Access Index (0-100),Urbanization Rate (%),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²)
China,North,2016,Pond,6.65,8.2,0.16,4.93,0.65,2.95,4338,Chlorination,81.55,71,27,64,60.41,39045,50.82,64.5,78.7,2693,36.14,926
Mexico,South,2008,Pond,3.39,7.7,1.87,6.49,23.76,6.82,3930,Boiling,76.75,490,45,43,54.83,23425,29.68,34.33,27.04,2438,10.86,697
Bangladesh,Central,2003,Lake,0.71,7.35,3.16,5.18,4.3,0.4,2680,Boiling,87.04,109,26,76,84.92,23915,21.01,85.12,80.29,2918,8.92,844
India,Central,2006,River,5.8,8.4,2.61,9.45,21.45,14.44,4960,Chlorination,42.26,112,35,79,33.62,68132,71.69,47.63,46.45,1902,2.27,323
Bangladesh,West,2022,Spring,7.2,6.3,1.6,6.76,5.48,17.61,2220,Boiling,96.22,396,0,45,5.89,6072,10.18,59.79,21.86,796,3.22,855
India,East,2001,Lake,0.94,7.84,0.72,7.87,47.77,11.37,1439,Chlorination,41.59,231,40,12,43.52,84612,4.96,62.01,58.7,2520,2.77,158
India,East,2016,Well,6.34,6.32,2.76,3.58,26.15,0.52,713,Boiling,31.8,493,13,36,96.98,78721,38.12,17.28,90.67,488,17.86,804
India,West,2023,Pond,2.86,6.95,1.43,3.28,45.66,4.35,575,Boiling,78.85,42,9,13,79.97,29942,74.39,78.18,55.55,2439,26.35,464
China,West,2007,Well,7.64,7.46,1.17,4.81,1.12,8.77,2981,Boiling,42.92,264,49,12,5.31,87186,86.85,23.14,99.1,465,7.38,166
India,West,2022,Well,5.4,7.84,1.99,5.16,31.88,11.75,69,Filtration,83.11,295,41,11,87.72,30924,54.01,41.79,34.25,1035,8.71,914
Brazil,East,2014,Lake,1.29,6.01,3.93,7.81,15.35,9.93,3764,Boiling,85.65,45,6,54,48.23,91039,83.99,63.81,48.07,2490,6.92,241
Pakistan,West,2014,Spring,5.27,6.65,2.44,6.98,21.59,18.32,4938,Filtration,46.57,494,39,27,37.75,19972,2.53,14.42,21.33,877,32.26,216
Bangladesh,North,2007,Tap,3.96,7.35,1.08,5.62,43.65,18.77,2376,Chlorination,36.07,57,13,21,35.98,70212,45.54,56.43,24.03,1191,5.49,181
USA,Central,2015,River,1.8,7.33,0.58,7.58,49.0,2.14,2205,None,65.06,224,35,83,60.32,76459,13.34,42.79,48.35,880,2.94,421
Indonesia,Central,2018,Tap,8.42,7.59,2.49,4.14,12.32,2.77,917,None,92.32,439,26,18,54.0,39878,58.27,15.11,62.27,2459,1.47,175
Mexico,South,2010,Spring,0.11,6.76,3.97,3.44,47.41,7.16,2745,None,89.31,139,10,74,66.35,23117,92.1,68.11,38.97,900,1.61,792
Ethiopia,South,2001,Tap,3.12,7.35,3.26,8.98,34.44,8.42,742,Chlorination,38.2,100,41,29,58.22,58552,0.72,50.11,33.32,1110,21.87,536
China,Central,2022,Pond,0.13,6.47,1.16,6.95,47.57,11.72,4150,Boiling,97.53,280,48,53,16.11,64629,66.82,34.28,53.65,1019,3.76,935
USA,North,2023,Pond,0.96,6.47,2.18,7.54,28.12,15.46,2533,Filtration,48.48,237,36,89,27.21,20547,79.23,16.75,33.65,2255,8.9,514
Nigeria,East,2016,Lake,2.97,7.44,4.28,5.15,48.04,2.72,1837,Chlorination,54.46,88,41,14,84.42,58046,74.45,53.8,70.47,1663,33.31,553
Brazil,East,2015,Well,0.54,7.71,0.89,5.6,44.62,16.05,1376,None,40.43,245,9,29,67.0,52954,1.98,34.48,96.42,1833,38.72,561
Ethiopia,North,2024,Spring,5.97,6.3,2.66,3.58,6.43,12.2,409,None,56.45,399,6,28,45.94,29770,17.39,85.73,84.52,785,34.43,85
Indonesia,East,2014,Spring,0.87,6.31,1.78,9.0,15.54,19.62,3007,None,74.49,178,16,31,19.89,49366,9.44,57.32,37.22,277,38.38,221
USA,West,2012,Tap,7.02,7.41,0.62,7.15,12.15,13.02,2952,None,65.43,379,11,29,2.75,53753,8.55,32.81,96.09,1091,26.82,612
Ethiopia,Central,2014,Lake,0.53,6.68,0.25,3.59,28.6,14.32,4242,Filtration,87.93,463,36,15,32.56,43864,73.02,52.29,80.09,2946,39.49,779
USA,Central,2003,Tap,0.59,6.98,2.78,8.63,40.14,3.9,1679,None,74.89,230,36,35,7.38,3717,42.48,53.16,32.4,2132,19.85,754
Brazil,North,2015,Tap,3.05,7.0,0.1,6.11,37.97,15.38,1714,Filtration,48.45,98,35,81,49.26,76330,72.48,68.14,66.35,2243,31.79,31
Indonesia,East,2011,Spring,8.97,6.45,0.52,8.36,36.34,1.59,1197,None,69.02,214,6,47,82.54,6316,36.08,82.18,97.32,2818,38.87,163
Nigeria,South,2003,Tap,6.41,6.0,1.74,3.09,18.76,13.13,2337,Chlorination,34.49,199,23,27,29.97,41606,11.7,87.01,27.74,2852,28.37,433
India,South,2002,Well,7.7,8.13,0.22,3.2,6.98,1.11,3216,Filtration,70.66,255,33,61,85.08,37949,71.85,67.43,41.68,2309,38.27,657
Bangladesh,East,2021,Tap,1.42,7.79,2.0,4.2,10.53,2.3,2956,Filtration,57.28,436,0,82,71.05,65662,62.61,53.67,49.93,1358,10.15,301
Nigeria,South,2016,Well,8.34,7.73,0.65,4.48,37.08,2.16,3193,Chlorination,36.89,493,28,55,14.28,91347,11.3,27.99,29.25,2675,12.01,419
India,North,2021,Spring,0.08,7.37,1.75,8.35,7.38,1.05,26,None,51.52,435,25,55,65.17,98011,92.44,42.24,43.94,2730,15.89,622
China,North,2017,Lake,2.13,7.75,3.96,7.95,11.15,6.42,3137,None,92.87,194,9,74,16.86,81863,30.89,49.1,75.39,1029,18.58,602
Pakistan,East,2024,Pond,6.16,8.34,3.13,7.31,21.23,19.89,2973,Boiling,71.02,379,0,16,66.17,91306,65.47,20.27,58.18,1964,35.9,130
Mexico,South,2017,Well,3.75,7.66,2.23,9.19,3.61,6.96,3165,Boiling,93.23,23,44,61,15.99,46675,3.2,30.51,53.69,1291,35.51,520
Mexico,North,2022,Lake,9.84,6.66,0.46,4.73,10.63,15.22,1090,Filtration,58.76,362,16,20,40.47,8158,44.3,88.76,54.56,1685,26.32,656
Bangladesh,North,2016,Lake,0.3,7.43,3.1,9.33,7.49,2.65,249,Boiling,98.52,469,40,36,57.53,72088,96.44,70.54,80.77,964,9.29,521
Indonesia,West,2011,Well,9.99,7.11,0.82,9.37,47.57,9.09,141,Chlorination,55.2,269,35,33,6.94,66889,88.65,48.56,99.3,2701,9.62,394
Brazil,West,2022,Spring,6.24,7.39,0.38,6.04,9.58,3.7,266,Chlorination,82.98,277,8,96,17.02,66283,22.13,28.08,67.09,216,25.27,740
Indonesia,North,2020,River,5.59,7.29,3.32,3.66,43.09,3.84,4310,Chlorination,51.38,225,38,28,33.4,47104,87.91,55.88,80.12,351,20.14,243
Brazil,East,2023,Lake,0.6,8.15,4.56,8.09,5.74,1.99,488,Filtration,37.42,227,22,67,47.31,81465,29.31,28.55,49.8,660,10.34,227
Indonesia,Central,2003,Lake,2.73,7.63,2.3,5.36,43.48,8.64,495,Chlorination,88.31,127,28,95,86.13,23376,85.22,25.45,88.85,447,6.73,425
Pakistan,Central,2011,Spring,9.25,6.47,0.2,8.56,29.97,1.51,479,Filtration,83.38,30,1,59,20.35,37805,72.92,17.5,53.63,2404,28.91,471
China,North,2022,Spring,3.54,6.16,4.4,4.15,42.49,18.2,2690,Filtration,87.44,340,17,10,36.05,76531,35.21,37.67,94.81,799,32.53,348
China,North,2021,Tap,6.62,7.06,0.33,6.78,43.37,8.96,4096,Chlorination,50.98,250,27,89,48.63,42869,91.08,53.34,79.48,297,10.45,786
India,North,2020,Spring,9.99,6.04,4.34,6.56,29.82,16.77,3080,Chlorination,79.26,57,46,81,30.99,93164,48.53,22.75,76.6,1301,17.0,756
Ethiopia,East,2019,Lake,2.63,6.8,1.96,3.7,45.88,19.59,4936,Filtration,45.39,324,41,95,63.32,77999,31.77,26.03,43.21,738,28.54,580
China,West,2014,Well,5.76,6.92,1.83,5.54,29.27,13.56,2427,Chlorination,30.79,146,48,59,27.15,68499,27.97,41.29,83.69,495,18.77,949
China,North,2022,River,6.96,6.94,2.71,3.59,35.63,18.03,843,Boiling,90.65,105,6,90,77.69,15154,93.91,49.16,28.42,2128,38.45,586
Nigeria,North,2015,Tap,1.65,8.45,4.79,6.25,20.8,2.71,3215,Filtration,66.65,436,10,79,51.51,75213,75.86,70.98,63.04,2647,5.18,255
Nigeria,South,2004,Well,1.49,6.76,4.49,8.9,45.7,16.6,3911,None,98.86,84,6,73,10.46,62937,34.99,55.33,78.83,2260,34.17,158
India,East,2020,River,4.56,6.66,2.35,4.89,41.21,5.42,4077,Filtration,56.95,1,42,33,63.45,55433,25.42,59.42,90.69,637,12.24,903
Ethiopia,North,2014,River,3.86,6.32,3.48,8.35,8.34,9.45,2349,Chlorination,96.98,436,23,32,57.79,72509,21.16,65.7,65.57,1622,27.48,413
Bangladesh,South,2016,River,7.14,7.28,2.9,4.28,28.82,12.93,649,Chlorination,73.05,450,14,9,35.18,65143,24.45,46.08,40.67,2219,10.15,698
Nigeria,Central,2017,Pond,0.7,6.38,3.47,7.72,44.84,18.07,1893,Filtration,65.85,302,30,59,3.09,22250,11.1,37.45,87.91,864,38.66,512
Bangladesh,North,2004,Well,9.72,7.54,4.15,9.41,39.65,18.22,2856,Filtration,51.2,370,18,25,21.67,69170,48.47,74.03,81.44,2647,2.01,393
USA,North,2012,Tap,0.14,6.39,0.17,5.27,48.13,1.84,3250,None,87.77,52,9,24,41.76,49309,4.11,76.27,32.29,2621,20.54,42
Nigeria,South,2018,Tap,6.01,7.44,1.63,9.3,11.57,7.29,2386,None,88.02,440,47,1,21.59,70036,1.15,22.32,89.79,1203,36.42,411
Pakistan,East,2012,River,5.63,8.07,4.8,6.54,18.37,15.86,1725,Filtration,59.19,221,7,89,58.59,59776,61.81,86.27,96.79,758,18.79,434
Ethiopia,North,2017,Well,1.35,6.11,4.75,5.22,25.36,14.06,1354,Chlorination,80.91,481,0,83,71.81,16673,8.85,84.39,63.02,2732,33.61,666
India,Central,2013,Pond,1.51,7.05,0.06,9.28,11.63,0.53,1293,Filtration,61.31,24,1,2,85.89,8170,84.52,79.67,23.07,2664,37.99,897
USA,North,2003,River,7.93,7.15,1.01,3.22,19.7,9.0,3046,Boiling,81.78,34,28,31,65.4,75648,10.67,43.81,93.25,1307,2.71,278
Ethiopia,Central,2003,Spring,8.88,7.98,4.97,3.2,26.88,16.59,3258,Boiling,99.59,156,41,0,69.52,21780,54.27,77.37,29.82,865,19.55,762
Pakistan,West,2019,Tap,2.83,7.17,2.46,7.2,9.57,14.75,2713,Chlorination,48.37,459,9,23,61.63,49774,67.55,60.24,70.65,682,27.46,308
Ethiopia,West,2019,Lake,4.38,7.42,2.86,8.58,12.83,8.24,403,Filtration,74.38,342,41,49,98.58,51969,22.92,26.43,52.07,1038,33.29,122
Pakistan,Central,2018,River,3.55,7.98,0.83,8.26,6.24,14.7,3972,Filtration,56.59,475,8,42,27.58,23757,88.83,71.99,99.36,2164,6.53,850
Pakistan,East,2012,Spring,0.73,7.4,4.47,3.56,35.67,11.02,4032,Boiling,68.39,365,49,43,28.09,42145,48.14,42.49,93.37,305,22.67,513
Bangladesh,North,2011,Tap,6.73,6.9,1.16,9.65,18.08,18.25,1546,Filtration,91.19,144,30,32,14.38,67697,31.53,33.37,82.76,1432,6.52,330
Indonesia,North,2006,Pond,8.25,6.21,0.95,7.92,11.01,11.74,2606,Chlorination,54.33,335,31,37,49.6,59764,90.11,80.26,35.94,1906,30.22,928
USA,West,2024,Well,3.05,7.82,1.14,9.64,25.37,8.01,2825,Chlorination,35.07,432,1,51,11.42,7982,85.83,78.98,75.94,990,11.39,49
Ethiopia,Central,2011,Tap,9.9,8.18,4.6,5.3,3.41,17.26,1852,None,85.93,439,23,34,28.47,19759,70.96,79.15,65.77,1011,10.75,683
Brazil,North,2020,Well,0.76,8.43,3.51,7.86,46.17,1.0,4206,Chlorination,68.85,456,36,16,49.3,61476,29.05,78.76,30.83,1049,30.79,557
USA,North,2003,Well,6.62,8.32,3.84,9.02,14.72,18.01,812,Filtration,61.46,386,42,57,95.84,95043,39.02,54.34,83.57,369,33.68,955
Indonesia,East,2001,Pond,4.48,7.99,1.89,5.66,44.32,13.93,3374,Filtration,42.83,277,5,47,96.45,89311,68.97,59.35,26.92,2757,13.73,374
USA,South,2001,Pond,4.47,7.61,4.55,9.75,24.88,18.81,929,Boiling,36.5,478,7,42,74.89,95568,18.53,85.91,58.53,549,20.04,215
China,West,2004,River,4.58,7.95,3.95,4.85,42.51,5.01,4981,Boiling,49.51,397,39,47,40.15,78128,49.51,20.35,54.13,1899,27.74,895
Brazil,West,2022,River,2.59,7.08,3.75,5.21,12.35,13.9,4075,Chlorination,80.32,386,24,43,86.79,64243,73.77,74.5,84.5,1814,29.81,990
Indonesia,South,2009,Tap,7.16,7.49,4.85,9.44,8.76,16.19,3323,None,58.82,293,41,32,87.79,35431,65.77,52.1,54.21,2713,30.8,244
Bangladesh,North,2009,Pond,7.22,6.87,1.83,9.79,42.47,14.04,174,Filtration,69.92,342,42,74,91.2,19722,71.99,88.27,75.54,2208,15.62,116
Ethiopia,East,2008,Spring,2.82,6.82,3.05,5.0,10.65,4.21,1363,None,35.74,276,24,86,64.72,85880,89.19,61.14,58.26,2132,21.45,606
Mexico,East,2012,Tap,8.35,7.89,4.55,3.95,37.31,5.51,2895,Filtration,38.63,178,45,95,21.78,40520,96.83,23.0,66.56,1951,4.38,101
Indonesia,West,2006,Lake,3.17,7.13,3.95,8.31,17.23,11.33,1037,Chlorination,30.79,279,10,82,10.93,59763,45.84,75.24,39.28,1304,37.94,745
India,East,2004,Well,7.25,6.53,2.82,9.51,37.41,8.94,3011,Chlorination,77.13,351,34,75,91.65,79511,6.0,63.81,36.2,648,28.06,423
Ethiopia,South,2009,Well,1.21,6.5,0.38,7.2,45.38,14.7,2090,Boiling,48.51,300,0,91,7.44,99358,83.44,21.91,76.79,2879,15.02,49
Indonesia,North,2009,River,1.69,8.15,3.26,7.44,49.08,7.57,460,None,97.68,196,22,1,31.0,11899,11.8,10.72,29.79,1324,15.58,405
China,South,2005,Spring,3.16,7.69,2.63,8.34,17.99,17.19,2752,Boiling,51.59,224,2,9,49.72,41193,21.94,53.49,34.08,1592,3.62,614
Mexico,Central,2018,Pond,5.94,7.37,0.92,4.07,18.38,8.64,148,Chlorination,55.45,427,40,82,4.15,93901,65.32,29.32,95.28,2018,18.28,906
China,West,2020,Pond,6.46,7.0,4.41,9.81,49.07,0.8,4433,None,62.86,46,0,27,90.88,70044,74.57,79.38,40.27,1883,26.92,483
Mexico,East,2007,River,3.96,7.08,1.72,5.55,43.08,0.35,1133,Filtration,52.34,184,43,46,30.14,54253,69.46,30.07,45.86,2055,38.1,793
India,Central,2000,Lake,0.78,6.14,1.94,7.4,2.25,12.93,353,Boiling,87.22,402,11,7,4.79,2316,43.85,63.03,70.66,964,25.9,475
Ethiopia,East,2016,Tap,3.74,7.14,3.36,6.28,28.67,10.81,1107,Chlorination,91.33,161,37,22,99.37,73575,91.81,37.61,55.23,1488,26.03,874
Bangladesh,North,2006,Tap,6.89,7.99,2.44,6.28,9.06,10.85,2602,Filtration,30.77,130,39,47,32.52,47837,83.22,38.03,64.72,2449,31.46,315
China,North,2013,Spring,6.71,6.97,0.45,7.92,49.7,15.8,2113,Chlorination,75.83,294,30,93,87.92,64762,66.37,24.55,31.57,1341,20.39,755
China,North,2020,River,1.6,6.96,1.94,9.96,6.95,7.51,4094,Filtration,78.03,91,28,91,46.44,81510,44.11,50.22,73.79,1346,1.29,52
Pakistan,East,2020,River,0.08,6.04,0.47,7.61,27.97,19.91,3685,Boiling,97.3,74,34,62,66.99,49840,46.38,56.34,32.53,1248,35.59,864
Mexico,Central,2016,Lake,7.53,7.14,0.95,8.56,33.26,18.91,3206,Filtration,55.93,443,27,76,25.63,51092,17.6,56.48,79.82,2616,16.1,965
Nigeria,North,2008,Tap,1.06,6.06,0.04,3.19,46.85,0.26,1109,None,43.67,137,20,36,51.28,34488,77.97,78.53,61.89,584,39.39,142
Ethiopia,Central,2016,River,0.82,7.43,0.91,8.67,42.36,17.91,4179,Filtration,66.44,167,10,11,27.25,89087,86.6,62.19,85.3,1794,16.26,926
Mexico,East,2004,Pond,0.03,7.27,1.65,5.1,12.29,13.61,1977,Chlorination,61.33,257,25,73,95.21,14447,82.73,69.22,33.81,2155,26.73,586
Pakistan,Central,2024,Spring,4.33,8.1,2.69,3.89,28.63,10.04,226,Filtration,85.42,237,10,80,7.97,63519,54.71,35.88,50.2,2521,18.39,360
USA,East,2019,Tap,5.03,7.45,4.6,3.79,47.68,11.65,2939,Boiling,93.28,44,4,64,28.92,10753,83.79,43.65,87.75,2582,9.3,603
Mexico,East,2007,Lake,6.38,6.81,2.7,7.76,36.79,16.84,1012,Chlorination,36.07,486,6,85,89.52,30138,79.04,11.46,83.9,733,37.23,158
Bangladesh,West,2005,Spring,2.96,7.29,3.53,9.98,34.42,19.02,4115,Chlorination,89.26,410,30,14,49.04,16104,83.24,16.33,97.26,2591,25.09,80
Ethiopia,East,2010,Well,7.1,7.75,1.79,7.66,37.75,11.21,3106,Chlorination,93.63,308,38,79,60.81,34983,98.19,40.81,37.76,1362,18.02,330
Pakistan,East,2018,Pond,1.69,6.23,3.76,4.84,16.13,3.63,3936,Chlorination,94.69,136,41,83,65.87,81697,81.0,26.78,63.12,306,5.77,800
USA,South,2003,Lake,8.32,7.55,3.1,4.42,36.46,12.8,2802,None,83.5,102,7,9,8.95,14748,27.07,75.04,21.43,1121,39.96,612
Brazil,North,2017,Spring,5.72,8.29,2.3,6.68,11.64,1.52,1466,Chlorination,81.95,128,26,41,3.74,41077,82.09,64.12,97.22,2593,35.81,453
Pakistan,West,2000,River,5.84,6.75,0.97,3.46,21.41,12.7,2988,Chlorination,31.04,160,20,25,93.91,97188,37.56,87.62,34.01,909,16.91,907
Brazil,West,2012,Well,2.1,7.57,1.52,5.8,44.5,16.17,269,Chlorination,94.41,37,29,48,28.61,39378,51.62,80.96,92.38,1192,6.86,776
Ethiopia,West,2013,Lake,0.74,8.05,3.1,7.66,0.95,7.07,3806,Boiling,54.61,56,13,22,39.27,83031,79.64,88.21,74.27,646,1.19,171
China,South,2023,River,4.65,7.28,2.13,9.77,20.72,1.42,1531,Boiling,32.88,160,0,63,68.85,76737,31.67,39.22,94.95,2709,6.07,834
Pakistan,East,2000,Pond,6.16,7.79,4.45,5.98,13.34,13.84,303,Chlorination,58.91,175,44,16,25.16,28001,2.61,48.75,39.86,1272,21.38,793
India,North,2010,Well,0.95,6.78,1.17,4.4,9.93,6.79,4905,None,81.3,258,23,33,73.84,99087,71.81,39.81,47.61,2904,32.63,369
Brazil,Central,2016,Tap,9.51,6.77,0.37,8.72,41.93,4.98,1932,Filtration,60.94,287,5,56,46.91,3170,90.22,87.14,33.15,538,14.54,467
Bangladesh,East,2003,River,9.8,7.67,2.95,8.21,34.82,13.78,2040,None,83.06,460,5,85,85.95,61938,92.79,42.22,53.79,2943,17.36,861
India,South,2011,Spring,5.45,7.76,4.43,9.02,5.63,19.39,4021,Chlorination,65.66,404,4,3,29.3,15635,79.89,19.34,95.8,222,18.93,697
Indonesia,East,2009,Lake,9.5,8.34,1.82,4.5,24.72,14.91,141,Chlorination,50.96,323,34,70,21.97,92239,93.51,30.04,65.69,1267,0.7,802
Indonesia,East,2005,Well,1.79,6.56,3.24,5.83,23.35,9.83,808,None,44.2,144,43,68,83.51,51263,82.07,43.99,53.29,1994,7.08,205
USA,South,2024,River,0.25,7.17,1.16,9.87,7.13,12.01,947,Chlorination,59.48,425,14,94,33.98,58560,3.01,58.24,45.99,636,20.04,169
China,West,2000,Tap,0.39,6.63,2.79,4.11,39.99,2.85,3951,Filtration,32.51,67,34,82,42.36,46089,34.97,59.45,66.78,1108,11.18,515
Ethiopia,West,2006,Lake,5.88,6.2,3.93,7.7,18.33,16.26,3412,Boiling,59.58,339,47,67,79.78,42141,33.61,70.7,77.86,1292,20.93,822
Pakistan,North,2020,Lake,0.62,7.01,4.34,4.66,38.1,12.09,2292,Filtration,34.8,267,49,49,64.29,77667,21.92,61.83,52.54,793,4.32,101
Nigeria,North,2015,River,9.59,6.94,0.53,6.5,9.6,19.32,765,Filtration,91.39,217,40,85,45.29,40432,79.79,49.32,38.47,2760,32.11,689
Bangladesh,West,2023,Tap,1.42,6.68,1.78,8.6,15.75,19.59,2923,Filtration,70.28,300,7,66,26.49,81552,52.01,12.41,66.8,1196,31.35,662
Brazil,Central,2013,Pond,3.05,6.74,3.2,6.42,4.76,7.09,938,None,75.22,163,42,86,76.89,31953,83.63,65.6,49.25,476,26.79,270
Ethiopia,East,2022,Pond,8.23,6.9,0.17,8.64,7.17,19.77,2496,None,50.22,335,34,67,19.68,47159,60.13,16.84,99.55,691,21.26,154
India,Central,2019,Well,2.19,8.47,3.45,5.98,44.16,19.14,3562,Filtration,45.81,178,4,87,92.97,37524,59.06,47.5,55.28,282,15.6,248
Indonesia,East,2019,River,2.43,7.96,2.64,10.0,5.46,12.8,1262,None,79.55,390,30,58,16.73,86689,38.41,81.71,54.76,2349,27.31,80
Bangladesh,West,2005,Well,6.42,6.18,1.44,6.05,4.79,6.67,542,Chlorination,77.01,416,41,77,80.88,81945,78.96,57.75,87.16,1449,31.27,915
Nigeria,North,2021,Pond,2.76,8.18,4.07,4.05,47.02,15.07,2679,Boiling,38.59,47,30,62,43.58,26435,68.31,25.92,40.08,667,32.34,484
Pakistan,North,2024,Lake,2.17,7.58,1.45,5.81,32.3,5.42,2954,None,46.7,193,36,66,20.23,68109,33.88,74.64,25.28,1364,13.9,708
USA,Central,2004,Well,2.54,8.23,4.96,8.2,5.05,12.6,2931,None,96.26,288,7,84,41.43,28651,99.36,34.03,88.31,1197,7.76,556
Nigeria,North,2023,Tap,4.91,6.85,4.08,8.94,48.59,0.49,2781,Filtration,51.29,205,5,25,23.71,36638,46.28,56.18,67.12,2579,13.67,928
Bangladesh,West,2020,Spring,9.66,7.16,3.54,6.22,7.36,12.57,4239,Boiling,31.81,83,22,0,15.33,68520,31.66,60.87,40.81,1152,0.31,705
Nigeria,Central,2017,Pond,8.32,8.24,0.31,7.16,38.32,19.03,2991,Chlorination,34.46,100,15,93,25.44,40170,68.78,68.49,47.42,1492,16.93,665
Bangladesh,East,2014,Pond,2.85,6.68,4.52,8.91,1.74,4.7,2612,Chlorination,84.28,154,43,67,87.01,40673,22.28,15.2,54.05,1567,10.94,317
Bangladesh,North,2005,Tap,3.63,8.29,3.95,8.69,31.23,15.56,3648,Boiling,83.0,46,48,77,12.38,28481,83.06,78.34,74.43,1199,31.6,676
Mexico,South,2024,Well,4.65,8.07,1.15,7.6,27.34,5.87,1199,Chlorination,56.73,233,7,17,97.31,3884,68.04,19.11,57.45,293,26.99,408
Brazil,North,2018,River,9.79,8.45,1.96,8.71,10.4,14.16,2117,Boiling,40.72,340,3,11,2.49,60916,87.01,17.56,51.67,1122,1.04,711
Indonesia,East,2000,Lake,1.72,6.81,1.34,7.03,32.16,14.0,2680,Filtration,64.87,449,31,37,66.51,82942,32.91,46.55,82.44,2109,5.77,783
Mexico,Central,2000,Spring,3.57,6.59,4.92,3.03,30.85,3.69,2848,Chlorination,53.23,298,48,41,85.94,18577,85.44,39.77,25.75,1411,21.69,112
Pakistan,East,2012,River,7.29,6.83,4.27,3.29,39.92,11.94,4688,Chlorination,56.18,335,2,35,93.53,70219,50.09,14.37,72.2,2753,24.72,289
Mexico,South,2002,River,9.64,8.39,4.65,9.86,43.79,17.18,4662,Boiling,48.27,146,49,15,16.11,92901,5.92,23.28,55.91,2829,30.76,764
China,West,2009,Tap,1.56,6.83,3.94,4.01,25.51,7.65,4786,Chlorination,34.4,195,15,64,70.42,81380,19.42,45.14,46.79,2559,38.73,608
China,North,2020,Well,2.27,7.41,2.28,5.83,24.51,14.21,3681,None,85.38,393,33,66,12.52,99401,21.76,76.33,94.21,2079,28.08,142
Indonesia,Central,2002,Pond,2.26,7.01,1.03,9.54,31.08,13.49,3495,Filtration,73.28,21,12,38,36.56,96754,76.8,19.7,82.23,2004,21.8,720
Nigeria,West,2008,Pond,0.21,6.99,1.04,4.37,36.46,5.15,664,Chlorination,88.42,459,32,98,73.73,7995,20.31,18.36,37.54,1358,16.58,95
Brazil,East,2007,Tap,6.04,6.48,0.76,8.91,17.81,18.37,4501,Chlorination,65.22,193,21,58,35.91,92770,56.19,74.39,72.19,1325,29.53,614
Indonesia,Central,2002,Well,6.71,7.34,2.73,8.73,25.23,11.27,3162,Chlorination,98.95,385,30,78,32.71,65731,65.25,49.39,85.78,557,37.39,190
Bangladesh,West,2024,Tap,6.03,8.12,4.6,9.9,29.26,7.11,3365,Boiling,97.38,488,23,37,13.37,84756,77.39,38.82,99.15,341,16.92,680
India,Central,2012,Pond,0.71,6.12,4.96,4.97,49.42,3.29,1416,Filtration,49.02,363,2,15,8.51,55869,78.39,46.91,75.87,1994,23.39,44
Brazil,South,2005,River,0.69,8.22,1.44,5.21,29.39,9.47,3108,Filtration,57.09,353,32,80,13.3,65772,71.76,42.87,75.26,2418,8.28,515
Brazil,South,2012,Lake,2.1,7.66,3.49,9.32,11.21,14.6,516,Chlorination,82.69,273,29,97,87.8,31327,21.32,72.55,69.06,2259,34.3,619
Bangladesh,North,2022,Well,2.9,7.54,2.99,4.64,29.4,12.47,849,Chlorination,84.36,383,25,73,3.1,24567,54.35,10.75,23.2,1278,28.54,668
Bangladesh,North,2019,Spring,7.87,7.56,2.44,6.84,40.97,14.54,1901,Boiling,93.75,207,33,10,69.9,84134,29.02,44.65,66.8,701,14.19,43
USA,South,2019,Spring,1.59,6.74,3.33,7.95,42.87,15.84,907,Filtration,75.68,274,21,27,77.33,94350,77.51,22.71,84.4,1180,34.96,487
Indonesia,Central,2011,River,0.44,7.04,1.86,4.9,40.01,8.82,315,None,63.26,494,29,90,57.65,13588,74.81,34.66,51.63,2178,38.83,732
Bangladesh,South,2012,Tap,3.94,8.0,4.72,9.57,44.41,10.4,3243,Chlorination,56.44,216,34,81,73.62,11476,22.96,18.97,66.96,1085,11.54,475
China,North,2001,Tap,4.16,6.77,3.53,7.66,16.74,19.73,1507,None,59.34,413,24,93,65.92,69212,64.13,44.16,94.12,802,7.47,394
Pakistan,South,2020,Pond,4.51,7.18,3.77,3.33,25.38,19.36,4122,None,89.53,495,27,76,46.64,32625,5.84,61.46,33.76,524,33.28,690
India,South,2023,River,8.27,6.05,1.21,3.95,38.98,8.3,1518,Filtration,98.6,389,32,79,39.51,96327,76.85,62.93,42.44,2164,23.3,131
Indonesia,Central,2022,Pond,0.98,7.83,0.84,4.34,13.22,13.7,4150,None,33.63,26,22,1,94.25,90814,78.02,73.74,28.83,1922,35.37,318
Ethiopia,West,2015,Pond,7.04,7.04,1.97,4.71,18.58,5.35,1934,Chlorination,70.62,14,25,19,97.25,36166,34.7,75.2,60.02,2744,13.9,217
China,North,2022,Spring,3.38,7.31,3.83,8.11,41.56,3.05,4344,Chlorination,66.4,158,8,75,65.82,28648,80.63,57.82,87.17,515,23.25,135
